date,facility_id,facility_name,country,region,storage_site_type,co2_emitted_tonnes,co2_captured_tonnes,co2_stored_tonnes,capture_efficiency_percent,storage_integrity_percent,anomaly_flag,notes
2025-01-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11284.46,11146.81,11097.78,98.78,99.56,False,
2025-01-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,8515.86,7312.86,7271.54,85.87,99.435,False,
2025-01-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,8397.84,7736.45,7696.15,92.12,99.479,False,
2025-01-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11612.09,10814.82,10820.14,93.13,100.049,False,
2025-01-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10111.75,9307.8,9261.72,92.05,99.505,False,
2025-01-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10955.14,10063.19,10000.42,91.86,99.376,False,
2025-01-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10563.03,9599.91,9600.92,90.88,100.011,False,
2025-01-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11958.28,10175.18,10111.92,85.09,99.378,False,
2025-01-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10980.57,9636.91,9596.26,87.76,99.578,False,
2025-01-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13091.28,12737.57,12716.65,97.3,99.836,False,
2025-01-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11414.45,10180.39,10184.36,89.19,100.039,False,
2025-01-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9848.2,8913.96,8898.59,90.51,99.828,False,
2025-01-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10542.88,10293.6,10319.52,97.64,100.252,False,
2025-01-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11019.72,10240.8,10192.42,92.93,99.528,False,
2025-01-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11136.8,10143.62,10110.95,91.08,99.678,False,
2025-01-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,8950.38,8320.38,8327.49,92.96,100.086,False,
2025-01-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12379.06,12047.43,12066.31,97.32,100.157,False,
2025-01-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9890.27,9406.21,9393.47,95.11,99.865,False,
2025-01-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11734.44,11634.83,11624.43,99.15,99.911,False,
2025-01-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11948.06,10192.24,10218.46,85.3,100.257,False,
2025-01-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11553.32,10424.37,10366.04,90.23,99.44,False,
2025-01-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10879.92,9654.77,9619.89,88.74,99.639,False,
2025-01-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11472.02,10894.12,10860.17,94.96,99.688,False,
2025-01-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10178.07,9350.38,9389.85,91.87,100.422,False,
2025-01-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9486.39,8993.08,8990.89,94.8,99.976,False,
2025-01-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11461.13,10194.96,10122.81,88.95,99.292,False,
2025-01-29,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9032.43,7865.79,7826.43,87.08,99.5,False,
2025-01-30,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11122.66,10287.56,10212.47,92.49,99.27,False,
2025-01-31,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11599.61,10283.05,10297.23,88.65,100.138,False,
2025-02-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11023.91,9551.97,9524.46,86.65,99.712,False,
2025-02-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12841.73,10870.4,10833.61,84.65,99.662,False,
2025-02-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12064.95,10593.81,10575.19,87.81,99.824,False,
2025-02-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11148.27,10028.76,9983.53,89.96,99.549,False,
2025-02-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13485.91,13404.83,13409.91,99.4,100.038,False,
2025-02-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13533.97,13255.29,13190.9,97.94,99.514,False,
2025-02-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11361.77,10687.21,10690.31,94.06,100.029,False,
2025-02-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11362.38,11096.6,11116.0,97.66,100.175,False,
2025-02-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13141.83,12887.58,12938.51,98.07,100.395,False,
2025-02-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11363.87,10134.52,10123.43,89.18,99.891,False,
2025-02-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10194.69,9145.29,9149.84,89.71,100.05,False,
2025-02-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10943.69,9461.6,9467.72,86.46,100.065,False,
2025-02-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10805.83,9305.27,9239.43,86.11,99.292,False,
2025-02-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12918.8,11793.15,11793.38,91.29,100.002,False,
2025-02-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10372.72,9241.63,9234.56,89.1,99.923,False,
2025-02-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12041.24,10553.44,10532.55,87.64,99.802,False,
2025-02-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12438.47,10876.03,10835.61,87.44,99.628,False,
2025-02-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12135.84,10952.7,10954.14,90.25,100.013,False,
2025-02-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9645.51,9635.86,9595.39,99.9,99.58,False,
2025-02-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10951.07,9488.45,9446.52,86.64,99.558,False,
2025-02-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10630.11,10072.01,10064.24,94.75,99.923,False,
2025-02-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11878.5,11580.71,11497.99,97.49,99.286,False,
2025-02-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11701.87,10028.95,9961.08,85.7,99.323,False,
2025-02-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11568.69,10606.68,10548.86,91.68,99.455,False,
2025-02-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11315.83,10858.92,10795.11,95.96,99.412,False,
2025-02-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10530.03,9951.67,9987.52,94.51,100.36,False,
2025-02-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11407.48,10852.15,10863.61,95.13,100.106,False,
2025-02-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10258.56,9393.97,9393.43,91.57,99.994,False,
2025-03-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,14300.79,14077.7,14045.45,98.44,99.771,False,
2025-03-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11241.65,9975.61,9951.97,88.74,99.763,False,
2025-03-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11270.35,11074.72,11068.5,98.26,99.944,False,
2025-03-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11803.39,10823.22,10813.99,91.7,99.915,False,
2025-03-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13658.4,12770.24,12733.21,93.5,99.71,False,
2025-03-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12110.01,10228.97,10156.06,84.47,99.287,False,
2025-03-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10624.09,,,99.61,99.683,True,Simulated missing capture/storage readings.
2025-03-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11092.34,10374.12,10368.16,93.53,99.942,False,
2025-03-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12288.64,12055.83,12107.03,98.11,100.425,False,
2025-03-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12551.3,10536.91,10559.02,83.95,100.21,False,
2025-03-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10801.8,10470.19,10424.59,96.93,99.564,False,
2025-03-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10398.32,8921.24,8884.82,85.8,99.592,False,
2025-03-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11512.07,9709.44,9675.25,84.34,99.648,False,
2025-03-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9851.0,9223.81,9214.08,93.63,99.895,False,
2025-03-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11724.94,11650.35,11574.88,99.36,99.352,False,
2025-03-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12603.62,12344.93,12283.54,97.95,99.503,False,
2025-03-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13043.98,11800.95,11783.98,90.47,99.856,False,
2025-03-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11097.87,9555.96,9547.6,86.11,99.912,False,
2025-03-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12164.9,10936.16,10925.53,89.9,99.903,False,
2025-03-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11318.81,10122.69,10117.69,89.43,99.951,False,
2025-03-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10364.13,9453.94,9420.42,91.22,99.645,False,
2025-03-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11390.47,11133.62,11125.59,97.75,99.928,False,
2025-03-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13115.82,11430.12,11359.33,87.15,99.381,False,
2025-03-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13227.32,12749.18,12670.24,96.39,99.381,False,
2025-03-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13426.08,12439.5,12471.89,92.65,100.26,False,
2025-03-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13532.27,11970.74,11897.9,88.46,99.391,False,
2025-03-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10701.31,10195.45,10182.58,95.27,99.874,False,
2025-03-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13497.28,12317.95,12274.5,91.26,99.647,False,
2025-03-29,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9155.73,8718.53,8685.08,95.22,99.616,False,
2025-03-30,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13846.27,12102.25,12151.2,87.4,100.404,False,
2025-03-31,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12842.98,12015.42,12077.51,93.56,100.517,False,
2025-04-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12799.17,11359.83,11355.29,88.75,99.96,False,
2025-04-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12184.28,11419.11,11450.84,93.72,100.278,False,
2025-04-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12770.87,12338.09,12350.44,96.61,100.1,False,
2025-04-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12061.49,11796.09,11804.49,97.8,100.071,False,
2025-04-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11732.06,10494.36,10522.52,89.45,100.268,False,
2025-04-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9709.24,9109.94,9066.07,93.83,99.518,False,
2025-04-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13397.43,11410.29,11446.25,85.17,100.315,False,
2025-04-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11903.98,11262.31,11234.04,94.61,99.749,False,
2025-04-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12003.51,10801.07,10784.9,89.98,99.85,False,
2025-04-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12664.36,12285.2,12238.65,97.01,99.621,False,
2025-04-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12755.86,11101.2,11052.29,87.03,99.559,False,
2025-04-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12941.82,11452.71,11463.43,88.49,100.094,False,
2025-04-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12039.91,11716.66,11629.83,97.32,99.259,False,
2025-04-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12166.14,11701.77,11655.27,96.18,99.603,False,
2025-04-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12742.45,12315.19,12277.39,96.65,99.693,False,
2025-04-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11871.66,10097.99,10071.15,85.06,99.734,False,
2025-04-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11152.03,9769.35,9752.82,87.6,99.831,False,
2025-04-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13456.15,12472.73,12467.42,92.69,99.957,False,
2025-04-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10908.66,10505.63,10573.32,96.31,100.644,False,
2025-04-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12836.41,11436.1,11409.14,89.09,99.764,False,
2025-04-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11517.64,10544.86,10458.74,91.55,99.183,False,
2025-04-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10635.61,10192.86,10153.27,95.84,99.612,False,
2025-04-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13460.89,13305.69,13344.44,98.85,100.291,False,
2025-04-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10822.74,10209.07,10192.36,94.33,99.836,False,
2025-04-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,13261.41,11971.53,11921.99,90.27,99.586,False,
2025-04-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10818.79,10193.57,10191.58,94.22,99.98,False,
2025-04-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12383.32,11823.01,11762.73,95.48,99.49,False,
2025-04-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11231.63,9820.54,9829.07,87.44,100.087,False,
2025-04-29,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11970.87,10751.92,10779.37,89.82,100.255,False,
2025-04-30,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9831.99,8593.19,8587.17,87.4,99.93,False,
2025-05-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10253.2,10001.54,9932.09,97.55,99.306,False,
2025-05-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12431.27,10599.47,10590.85,85.26,99.919,False,
2025-05-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11389.28,10426.54,10365.99,91.55,99.419,False,
2025-05-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11697.93,10435.71,10410.24,89.21,99.756,False,
2025-05-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12945.5,12080.6,12064.69,93.32,99.868,False,
2025-05-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11760.12,10811.48,10773.61,91.93,99.65,False,
2025-05-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10920.02,9912.62,9939.26,90.77,100.269,False,
2025-05-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10134.96,9367.63,9327.22,92.43,99.569,False,
2025-05-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11044.22,10069.9,10073.83,91.18,100.039,False,
2025-05-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11738.44,10505.91,10536.34,89.5,100.29,False,
2025-05-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11312.59,9689.68,9649.32,85.65,99.584,False,
2025-05-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11188.06,10568.14,10573.43,94.46,100.05,False,
2025-05-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11259.96,9600.65,9545.88,85.26,99.43,False,
2025-05-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11289.53,9730.42,9703.48,86.19,99.723,False,
2025-05-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9958.69,9109.71,9081.29,91.47,99.688,False,
2025-05-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12087.79,10987.38,10938.1,90.9,99.551,False,
2025-05-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10821.51,9776.16,9775.91,90.34,99.997,False,
2025-05-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11996.68,10760.32,10716.69,89.69,99.595,False,
2025-05-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10471.27,9245.93,9224.06,88.3,99.763,False,
2025-05-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12638.46,12244.55,12175.16,96.88,99.433,False,
2025-05-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12884.62,12440.55,12456.6,96.55,100.129,False,
2025-05-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12422.43,10773.06,10779.53,86.72,100.06,False,
2025-05-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11448.26,10951.06,10969.73,95.66,100.17,False,
2025-05-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11840.87,10834.03,10820.61,91.5,99.876,False,
2025-05-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12172.41,11015.31,10935.26,90.49,99.273,False,
2025-05-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11139.98,11018.11,11001.1,98.91,99.846,False,
2025-05-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11695.36,11020.64,10998.62,94.23,99.8,False,
2025-05-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10941.94,10775.12,10791.24,98.48,100.15,False,
2025-05-29,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9862.06,9106.57,9114.6,92.34,100.088,False,
2025-05-30,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11490.71,10786.98,10723.32,93.88,99.41,False,
2025-05-31,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10229.41,9252.14,9251.91,90.45,99.998,False,
2025-06-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10822.97,9904.32,9844.78,91.51,99.399,False,
2025-06-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9285.93,9097.35,9107.6,97.97,100.113,False,
2025-06-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9986.51,9586.01,9570.67,95.99,99.84,False,
2025-06-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10961.11,10503.88,10466.09,95.83,99.64,False,
2025-06-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10118.57,9740.65,9722.29,96.27,99.812,False,
2025-06-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12347.86,11604.19,11576.53,93.98,99.762,False,
2025-06-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11453.63,10418.13,10393.08,90.96,99.76,False,
2025-06-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10310.95,8760.55,8719.94,84.96,99.536,False,
2025-06-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9974.78,9251.56,9266.3,92.75,100.159,False,
2025-06-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10545.22,8950.25,8947.58,84.88,99.97,False,
2025-06-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10170.92,9698.93,9661.15,95.36,99.61,False,
2025-06-12,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10558.32,10174.05,10160.04,96.36,99.862,False,
2025-06-13,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11246.05,10026.67,10027.09,89.16,100.004,False,
2025-06-14,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10845.82,10820.03,10838.04,99.76,100.166,False,
2025-06-15,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11176.57,10450.95,10437.78,93.51,99.874,False,
2025-06-16,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10506.28,9480.9,9456.93,90.24,99.747,False,
2025-06-17,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10708.18,9957.18,9929.13,92.99,99.718,False,
2025-06-18,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10822.46,9820.81,9807.22,90.74,99.862,False,
2025-06-19,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10157.39,10147.23,10120.19,99.9,99.734,False,
2025-06-20,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10094.5,9066.07,9055.88,89.81,99.888,False,
2025-06-21,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9739.09,9553.72,9501.82,98.1,99.457,False,
2025-06-22,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9741.05,8601.3,8627.31,88.3,100.302,False,
2025-06-23,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9884.15,8919.39,8872.04,90.24,99.469,False,
2025-06-24,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11482.31,9723.17,9695.6,84.68,99.716,False,
2025-06-25,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12327.25,11014.0,11019.48,89.35,100.05,False,
2025-06-26,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10842.18,9967.0,9935.28,91.93,99.682,False,
2025-06-27,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,12261.26,10505.78,10464.92,85.68,99.611,False,
2025-06-28,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10391.7,8881.09,8876.61,85.46,99.95,False,
2025-06-29,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,11057.52,9688.75,9648.84,87.62,99.588,False,
2025-06-30,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9227.82,8128.69,8153.48,88.09,100.305,False,
2025-07-01,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9814.83,8939.3,8910.69,91.08,99.68,False,
2025-07-02,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10190.14,9144.26,9141.47,89.74,99.969,False,
2025-07-03,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10231.75,9663.99,9664.68,94.45,100.007,False,
2025-07-04,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10286.19,9154.17,9154.84,88.99,100.007,False,
2025-07-05,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10026.66,9077.86,9025.06,90.54,99.418,False,
2025-07-06,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9935.53,9333.36,9344.97,93.94,100.124,False,
2025-07-07,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10645.93,9336.63,9276.15,87.7,99.352,False,
2025-07-08,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10057.52,9619.35,9585.78,95.64,99.651,False,
2025-07-09,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,10942.54,10055.05,10012.0,91.89,99.572,False,
2025-07-10,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9658.23,8395.78,8344.94,86.93,99.394,False,
2025-07-11,F-E05,Epsilon Capture,United Kingdom,Aberdeenshire,Depleted Gas Field,9552.59,8273.18,8259.46,86.61,99.834,False,
